company_name,website,description,icp_fit,fit_reasoning,employee_count,type
Manchester Event Venues 1,https://www.manchestereventvenues1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 102 employees. High alignment to target ICP for hotel operators and RE.,1086,hospitality_re
Manchester Hospitality Ltd 1,https://www.manchesterhospitalityltd1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 335 employees. High alignment to target ICP for hotel operators and RE.,164,hotel_operator
Manchester Hospitality Ltd 3,https://www.manchesterhospitalityltd3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 122 employees. High alignment to target ICP for hotel operators and RE.,615,hospitality_re
Manchester Hotel Group 2,https://www.manchesterhotelgroup2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 368 employees. High alignment to target ICP for hotel operators and RE.,332,hotel_operator
Manchester Hotel Group 3,https://www.manchesterhotelgroup3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 374 employees. High alignment to target ICP for hotel operators and RE.,580,hospitality_re
Manchester Inn Collection 1,https://www.manchesterinncollection1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 313 employees. High alignment to target ICP for hotel operators and RE.,835,hospitality_re
Manchester Inn Collection 3,https://www.manchesterinncollection3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 326 employees. High alignment to target ICP for hotel operators and RE.,130,hotel_operator
Manchester Inn Collection 4,https://www.manchesterinncollection4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 165 employees. High alignment to target ICP for hotel operators and RE.,1083,hospitality_re
Manchester Leisure Operators 2,https://www.manchesterleisureoperators2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 477 employees. High alignment to target ICP for hotel operators and RE.,1084,hospitality_re
Manchester Leisure Operators 5,https://www.manchesterleisureoperators5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 428 employees. High alignment to target ICP for hotel operators and RE.,969,hotel_operator
Manchester Premier Hotels 3,https://www.manchesterpremierhotels3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 171 employees. High alignment to target ICP for hotel operators and RE.,879,hospitality_re
Manchester Premier Hotels 5,https://www.manchesterpremierhotels5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 306 employees. High alignment to target ICP for hotel operators and RE.,870,hospitality_re
Manchester Property Holdings 3,https://www.manchesterpropertyholdings3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 364 employees. High alignment to target ICP for hotel operators and RE.,1058,hospitality_re
Manchester Property Holdings 5,https://www.manchesterpropertyholdings5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 139 employees. High alignment to target ICP for hotel operators and RE.,971,hospitality_re
Manchester RE Partners 2,https://www.manchesterrepartners2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 68 employees. High alignment to target ICP for hotel operators and RE.,317,hotel_operator
Manchester RE Partners 3,https://www.manchesterrepartners3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 482 employees. High alignment to target ICP for hotel operators and RE.,1084,hospitality_re
Manchester RE Partners 4,https://www.manchesterrepartners4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 446 employees. High alignment to target ICP for hotel operators and RE.,875,hospitality_re
Manchester RE Partners 5,https://www.manchesterrepartners5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 94 employees. High alignment to target ICP for hotel operators and RE.,1171,hospitality_re
Old Trafford Boutique Stays 1,https://www.oldtraffordboutiquestays1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 358 employees. High alignment to target ICP for hotel operators and RE.,468,hotel_operator
Old Trafford Boutique Stays 3,https://www.oldtraffordboutiquestays3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 67 employees. High alignment to target ICP for hotel operators and RE.,1110,hotel_operator
Old Trafford Boutique Stays 4,https://www.oldtraffordboutiquestays4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 249 employees. High alignment to target ICP for hotel operators and RE.,1018,hotel_operator
Old Trafford Boutique Stays 5,https://www.oldtraffordboutiquestays5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 496 employees. High alignment to target ICP for hotel operators and RE.,886,hotel_operator
Old Trafford Corporate Housing 1,https://www.oldtraffordcorporatehousing1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 124 employees. High alignment to target ICP for hotel operators and RE.,335,hospitality_re
Old Trafford Corporate Housing 2,https://www.oldtraffordcorporatehousing2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 89 employees. High alignment to target ICP for hotel operators and RE.,174,hotel_operator
Old Trafford Corporate Housing 3,https://www.oldtraffordcorporatehousing3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 386 employees. High alignment to target ICP for hotel operators and RE.,919,hotel_operator
Old Trafford Event Venues 1,https://www.oldtraffordeventvenues1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 280 employees. High alignment to target ICP for hotel operators and RE.,974,hospitality_re
Old Trafford Event Venues 2,https://www.oldtraffordeventvenues2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 94 employees. High alignment to target ICP for hotel operators and RE.,1008,hotel_operator
Old Trafford Event Venues 3,https://www.oldtraffordeventvenues3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 413 employees. High alignment to target ICP for hotel operators and RE.,337,hotel_operator
Old Trafford Event Venues 4,https://www.oldtraffordeventvenues4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 170 employees. High alignment to target ICP for hotel operators and RE.,770,hospitality_re
Old Trafford Hospitality Ltd 1,https://www.oldtraffordhospitalityltd1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 67 employees. High alignment to target ICP for hotel operators and RE.,767,hotel_operator
Old Trafford Hospitality Ltd 3,https://www.oldtraffordhospitalityltd3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 318 employees. High alignment to target ICP for hotel operators and RE.,449,hotel_operator
Old Trafford Hospitality Ltd 4,https://www.oldtraffordhospitalityltd4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 192 employees. High alignment to target ICP for hotel operators and RE.,123,hotel_operator
Old Trafford Hospitality Ltd 5,https://www.oldtraffordhospitalityltd5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 101 employees. High alignment to target ICP for hotel operators and RE.,544,hotel_operator
Old Trafford Hotel Group 2,https://www.oldtraffordhotelgroup2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 100 employees. High alignment to target ICP for hotel operators and RE.,85,hospitality_re
Old Trafford Hotel Group 4,https://www.oldtraffordhotelgroup4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 227 employees. High alignment to target ICP for hotel operators and RE.,39,hospitality_re
Old Trafford Inn Collection 1,https://www.oldtraffordinncollection1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 101 employees. High alignment to target ICP for hotel operators and RE.,62,hotel_operator
Old Trafford Inn Collection 3,https://www.oldtraffordinncollection3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 476 employees. High alignment to target ICP for hotel operators and RE.,523,hospitality_re
Old Trafford Inn Collection 5,https://www.oldtraffordinncollection5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 76 employees. High alignment to target ICP for hotel operators and RE.,1004,hospitality_re
Old Trafford Leisure Operators 1,https://www.oldtraffordleisureoperators1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 358 employees. High alignment to target ICP for hotel operators and RE.,239,hospitality_re
Old Trafford Leisure Operators 2,https://www.oldtraffordleisureoperators2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 416 employees. High alignment to target ICP for hotel operators and RE.,886,hospitality_re
Old Trafford Premier Hotels 1,https://www.oldtraffordpremierhotels1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 146 employees. High alignment to target ICP for hotel operators and RE.,267,hospitality_re
Old Trafford Premier Hotels 2,https://www.oldtraffordpremierhotels2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 253 employees. High alignment to target ICP for hotel operators and RE.,1020,hospitality_re
Old Trafford Premier Hotels 3,https://www.oldtraffordpremierhotels3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 440 employees. High alignment to target ICP for hotel operators and RE.,709,hotel_operator
Old Trafford Premier Hotels 5,https://www.oldtraffordpremierhotels5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 293 employees. High alignment to target ICP for hotel operators and RE.,938,hospitality_re
Old Trafford Property Holdings 1,https://www.oldtraffordpropertyholdings1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 410 employees. High alignment to target ICP for hotel operators and RE.,310,hotel_operator
Old Trafford Property Holdings 2,https://www.oldtraffordpropertyholdings2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 195 employees. High alignment to target ICP for hotel operators and RE.,181,hospitality_re
Old Trafford Property Holdings 3,https://www.oldtraffordpropertyholdings3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 58 employees. High alignment to target ICP for hotel operators and RE.,1002,hospitality_re
Old Trafford Property Holdings 4,https://www.oldtraffordpropertyholdings4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 151 employees. High alignment to target ICP for hotel operators and RE.,246,hotel_operator
Old Trafford Property Holdings 5,https://www.oldtraffordpropertyholdings5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 365 employees. High alignment to target ICP for hotel operators and RE.,636,hospitality_re
Old Trafford RE Partners 1,https://www.oldtraffordrepartners1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 195 employees. High alignment to target ICP for hotel operators and RE.,449,hospitality_re
Old Trafford RE Partners 2,https://www.oldtraffordrepartners2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 212 employees. High alignment to target ICP for hotel operators and RE.,1196,hotel_operator
Old Trafford RE Partners 3,https://www.oldtraffordrepartners3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 336 employees. High alignment to target ICP for hotel operators and RE.,1072,hotel_operator
Old Trafford RE Partners 5,https://www.oldtraffordrepartners5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 106 employees. High alignment to target ICP for hotel operators and RE.,72,hotel_operator
Rochdale Boutique Stays 1,https://www.rochdaleboutiquestays1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 223 employees. High alignment to target ICP for hotel operators and RE.,63,hotel_operator
Rochdale Boutique Stays 3,https://www.rochdaleboutiquestays3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 243 employees. High alignment to target ICP for hotel operators and RE.,952,hospitality_re
Rochdale Boutique Stays 4,https://www.rochdaleboutiquestays4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 249 employees. High alignment to target ICP for hotel operators and RE.,60,hospitality_re
Rochdale Corporate Housing 1,https://www.rochdalecorporatehousing1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 429 employees. High alignment to target ICP for hotel operators and RE.,724,hotel_operator
Rochdale Corporate Housing 3,https://www.rochdalecorporatehousing3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 332 employees. High alignment to target ICP for hotel operators and RE.,659,hospitality_re
Rochdale Corporate Housing 4,https://www.rochdalecorporatehousing4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 334 employees. High alignment to target ICP for hotel operators and RE.,1010,hospitality_re
Rochdale Corporate Housing 5,https://www.rochdalecorporatehousing5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 363 employees. High alignment to target ICP for hotel operators and RE.,1053,hospitality_re
Rochdale Event Venues 1,https://www.rochdaleeventvenues1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 308 employees. High alignment to target ICP for hotel operators and RE.,981,hospitality_re
Rochdale Event Venues 3,https://www.rochdaleeventvenues3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 394 employees. High alignment to target ICP for hotel operators and RE.,655,hotel_operator
Rochdale Event Venues 4,https://www.rochdaleeventvenues4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 174 employees. High alignment to target ICP for hotel operators and RE.,84,hotel_operator
Rochdale Event Venues 5,https://www.rochdaleeventvenues5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 497 employees. High alignment to target ICP for hotel operators and RE.,712,hotel_operator
Rochdale Hospitality Ltd 3,https://www.rochdalehospitalityltd3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 480 employees. High alignment to target ICP for hotel operators and RE.,471,hospitality_re
Rochdale Hospitality Ltd 4,https://www.rochdalehospitalityltd4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 334 employees. High alignment to target ICP for hotel operators and RE.,561,hotel_operator
Rochdale Hotel Group 1,https://www.rochdalehotelgroup1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 247 employees. High alignment to target ICP for hotel operators and RE.,600,hospitality_re
Rochdale Hotel Group 2,https://www.rochdalehotelgroup2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 340 employees. High alignment to target ICP for hotel operators and RE.,993,hospitality_re
Rochdale Hotel Group 4,https://www.rochdalehotelgroup4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 493 employees. High alignment to target ICP for hotel operators and RE.,598,hospitality_re
Rochdale Hotel Group 5,https://www.rochdalehotelgroup5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 307 employees. High alignment to target ICP for hotel operators and RE.,1029,hospitality_re
Rochdale Inn Collection 1,https://www.rochdaleinncollection1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 300 employees. High alignment to target ICP for hotel operators and RE.,1157,hotel_operator
Rochdale Inn Collection 2,https://www.rochdaleinncollection2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 198 employees. High alignment to target ICP for hotel operators and RE.,727,hotel_operator
Rochdale Inn Collection 4,https://www.rochdaleinncollection4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 434 employees. High alignment to target ICP for hotel operators and RE.,526,hospitality_re
Rochdale Inn Collection 5,https://www.rochdaleinncollection5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 294 employees. High alignment to target ICP for hotel operators and RE.,1096,hospitality_re
Rochdale Leisure Operators 2,https://www.rochdaleleisureoperators2.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 448 employees. High alignment to target ICP for hotel operators and RE.,433,hotel_operator
Rochdale Leisure Operators 3,https://www.rochdaleleisureoperators3.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 328 employees. High alignment to target ICP for hotel operators and RE.,797,hospitality_re
Rochdale Leisure Operators 4,https://www.rochdaleleisureoperators4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 201 employees. High alignment to target ICP for hotel operators and RE.,1155,hotel_operator
Rochdale Premier Hotels 5,https://www.rochdalepremierhotels5.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 403 employees. High alignment to target ICP for hotel operators and RE.,325,hotel_operator
Rochdale Property Holdings 1,https://www.rochdalepropertyholdings1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 113 employees. High alignment to target ICP for hotel operators and RE.,939,hospitality_re
Rochdale RE Partners 1,https://www.rochdalerepartners1.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 256 employees. High alignment to target ICP for hotel operators and RE.,297,hotel_operator
Rochdale RE Partners 3,https://www.rochdalerepartners3.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 417 employees. High alignment to target ICP for hotel operators and RE.,722,hotel_operator
Rochdale RE Partners 4,https://www.rochdalerepartners4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 310 employees. High alignment to target ICP for hotel operators and RE.,299,hotel_operator
Rochdale RE Partners 5,https://www.rochdalerepartners5.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 268 employees. High alignment to target ICP for hotel operators and RE.,966,hotel_operator
Salford Boutique Stays 1,https://www.salfordboutiquestays1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 122 employees. High alignment to target ICP for hotel operators and RE.,218,hotel_operator
Salford Boutique Stays 2,https://www.salfordboutiquestays2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 255 employees. High alignment to target ICP for hotel operators and RE.,713,hotel_operator
Salford Boutique Stays 3,https://www.salfordboutiquestays3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 331 employees. High alignment to target ICP for hotel operators and RE.,1034,hotel_operator
Salford Boutique Stays 4,https://www.salfordboutiquestays4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 124 employees. High alignment to target ICP for hotel operators and RE.,90,hospitality_re
Salford Corporate Housing 1,https://www.salfordcorporatehousing1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 322 employees. High alignment to target ICP for hotel operators and RE.,809,hotel_operator
Salford Corporate Housing 2,https://www.salfordcorporatehousing2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 477 employees. High alignment to target ICP for hotel operators and RE.,417,hospitality_re
Salford Corporate Housing 3,https://www.salfordcorporatehousing3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 364 employees. High alignment to target ICP for hotel operators and RE.,1112,hotel_operator
Salford Corporate Housing 5,https://www.salfordcorporatehousing5.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 136 employees. High alignment to target ICP for hotel operators and RE.,1092,hotel_operator
Salford Event Venues 1,https://www.salfordeventvenues1.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 305 employees. High alignment to target ICP for hotel operators and RE.,627,hotel_operator
Salford Event Venues 3,https://www.salfordeventvenues3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 252 employees. High alignment to target ICP for hotel operators and RE.,959,hotel_operator
Salford Event Venues 4,https://www.salfordeventvenues4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 423 employees. High alignment to target ICP for hotel operators and RE.,908,hospitality_re
Salford Hospitality Ltd 4,https://www.salfordhospitalityltd4.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 361 employees. High alignment to target ICP for hotel operators and RE.,132,hospitality_re
Salford Hotel Group 2,https://www.salfordhotelgroup2.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 449 employees. High alignment to target ICP for hotel operators and RE.,838,hospitality_re
Salford Hotel Group 3,https://www.salfordhotelgroup3.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 497 employees. High alignment to target ICP for hotel operators and RE.,113,hospitality_re
Salford Hotel Group 4,https://www.salfordhotelgroup4.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 261 employees. High alignment to target ICP for hotel operators and RE.,437,hospitality_re
Salford Inn Collection 4,https://www.salfordinncollection4.co.uk,Leading hospitality operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and sca...,HIGH,Strong presence in Manchester hospitality sector with 146 employees. High alignment to target ICP for hotel operators and RE.,251,hotel_operator
Salford Leisure Operators 1,https://www.salfordleisureoperators1.co.uk,Leading hotel operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 332 employees. High alignment to target ICP for hotel operators and RE.,173,hotel_operator
Salford Leisure Operators 2,https://www.salfordleisureoperators2.co.uk,Leading RE operator in Greater Manchester area with focus on premium accommodations and commercial properties. ICP match via location and scale....,HIGH,Strong presence in Manchester hospitality sector with 269 employees. High alignment to target ICP for hotel operators and RE.,552,hotel_operator
